year_ticket_id,ticket_priority,ticket_category,issue_type,device_type,specialization,resolution_time_minutes,first_response_time_minutes,sla_breach_flag,service_tier
2025_T0005376,P1,Hardware,Failure,Firewall,Server,205.65,14.0,0.0,Gold
2025_T0010413,P1,Network,Crash,Router,Network,665.6,18.0,0.0,Bronze
2025_T0004666,P1,Network,Access,Router,Network,272.43,31.0,1.0,Gold
2025_T0003141,P2,Network,Failure,Server,Network,342.33,30.0,0.0,Gold
2025_T0005810,P4,Hardware,Failure,Router,Network,2599.72,8.0,0.0,Gold
2025_T0008332,P2,Network,Failure,Server,Network,340.22,19.0,0.0,Gold
2025_T0004658,P3,Network,Access,Switch,Network,1137.93,49.0,0.0,Gold
2025_T0006652,P2,Hardware,Slow,Server,Network,487.67,13.0,1.0,Gold
2025_T0005763,P1,Network,Crash,Firewall,Server,506.4,42.0,1.0,Silver
2025_T0003261,P2,Network,Failure,Router,Network,433.2,38.0,0.0,Gold
2025_T0004732,P2,Network,Slow,Firewall,Server,380.93,10.0,0.0,Gold
2025_T0006544,P3,Network,Slow,Server,Network,1415.4,11.0,0.0,Silver
2025_T0004613,P1,Network,Access,Server,Server,218.78,28.0,0.0,Gold
2025_T0010471,P4,Network,Access,Router,Network,3321.0,5.0,1.0,Gold
2025_T0004846,P1,Hardware,Crash,Firewall,Network,620.55,42.0,0.0,Bronze
2025_T0006355,P3,Network,Crash,Router,Server,1308.68,5.0,0.0,Gold
2025_T0004308,P3,Hardware,Slow,Router,Server,3290.83,19.0,1.0,Bronze
2025_T0010098,P3,Hardware,Access,Router,Network,1394.55,31.0,0.0,Gold
2025_T0004627,P4,Hardware,Failure,Router,Network,3792.03,59.0,0.0,Bronze
2025_T0008532,P1,Network,Failure,Server,Server,491.65,44.0,1.0,Silver
2025_T0008636,P2,Hardware,Failure,Switch,Network,1137.92,57.0,0.0,Bronze
2025_T0009601,P4,Hardware,Access,Server,Server,4072.22,51.0,0.0,Bronze
2025_T0004125,P4,Network,Crash,Router,Network,4671.5,46.0,1.0,Bronze
2025_T0006294,P1,Network,Failure,Switch,Server,615.48,15.0,0.0,Bronze
2025_T0004144,P3,Hardware,Slow,Firewall,Network,2016.15,15.0,0.0,Bronze
2025_T0007614,P3,Network,Failure,Switch,Network,2364.27,52.0,0.0,Bronze
2025_T0010322,P1,Network,Failure,Server,Server,185.35,7.0,0.0,Gold
2025_T0004717,P3,Hardware,Failure,Router,Network,1335.63,37.0,0.0,Silver
2025_T0008418,P3,Network,Slow,Router,Network,2176.47,51.0,0.0,Bronze
2025_T0007151,P1,Network,Access,Firewall,Network,509.73,48.0,0.0,Bronze
2025_T0008416,P1,Network,Crash,Router,Server,175.22,6.0,0.0,Gold
2025_T0006892,P1,Hardware,Access,Server,Network,172.97,39.0,0.0,Gold
2025_T0008066,P1,Network,Access,Server,Server,342.83,45.0,0.0,Silver
2025_T0006067,P4,Network,Failure,Switch,Server,3203.42,16.0,0.0,Bronze
2025_T0005091,P4,Hardware,Access,Server,Network,3224.5,36.0,1.0,Silver
2025_T0006263,P2,Hardware,Slow,Server,Network,1187.83,18.0,0.0,Bronze
2025_T0005577,P2,Hardware,Crash,Server,Network,350.35,6.0,0.0,Gold
2025_T0006310,P4,Hardware,Crash,Router,Network,3473.12,21.0,0.0,Bronze
2025_T0006069,P4,Network,Crash,Firewall,Network,2783.12,22.0,0.0,Gold
2025_T0005067,P2,Network,Failure,Server,Server,638.92,17.0,0.0,Silver
2025_T0008644,P3,Hardware,Crash,Switch,Network,2250.75,47.0,0.0,Bronze
2025_T0004402,P1,Hardware,Crash,Server,Network,241.33,25.0,1.0,Gold
2025_T0004707,P2,Network,Access,Server,Network,775.07,42.0,1.0,Silver
2025_T0004836,P2,Network,Failure,Router,Server,861.65,8.0,1.0,Silver
2025_T0004515,P2,Hardware,Access,Switch,Server,556.07,12.0,0.0,Silver
2025_T0004782,P4,Network,Slow,Switch,Network,4070.98,45.0,0.0,Bronze
2025_T0006380,P3,Hardware,Crash,Server,Network,1617.57,34.0,1.0,Gold
2025_T0006499,P3,Network,Access,Router,Server,1540.22,40.0,1.0,Silver
2025_T0007179,P2,Hardware,Access,Firewall,Network,409.67,47.0,0.0,Gold
2025_T0003277,P1,Network,Failure,Router,Network,191.97,19.0,0.0,Gold
2025_T0009898,P2,Hardware,Failure,Switch,Network,402.32,59.0,0.0,Gold
2025_T0003622,P1,Hardware,Access,Server,Network,251.05,40.0,1.0,Gold
2025_T0008488,P2,Network,Failure,Switch,Network,1630.02,8.0,1.0,Bronze
2025_T0008282,P1,Hardware,Slow,Router,Server,270.38,32.0,1.0,Gold
2025_T0006734,P2,Hardware,Access,Switch,Network,1603.63,22.0,1.0,Bronze
2025_T0006964,P4,Network,Failure,Server,Network,5086.17,55.0,1.0,Bronze
2025_T0003703,P1,Hardware,Slow,Router,Server,626.17,29.0,0.0,Bronze
2025_T0007181,P3,Hardware,Slow,Router,Server,1600.0,26.0,1.0,Gold
2025_T0004191,P4,Hardware,Slow,Switch,Server,4551.68,54.0,1.0,Bronze
2025_T0007683,P1,Hardware,Failure,Firewall,Network,647.72,50.0,0.0,Bronze
2025_T0008943,P2,Network,Access,Server,Server,348.63,38.0,0.0,Gold
2025_T0009124,P3,Network,Access,Firewall,Network,2324.73,31.0,0.0,Bronze
2025_T0009797,P4,Network,Access,Firewall,Server,3881.27,9.0,0.0,Bronze
2025_T0008857,P2,Network,Slow,Server,Network,518.8,6.0,0.0,Silver
2025_T0007920,P3,Hardware,Access,Firewall,Server,2541.52,13.0,0.0,Bronze
2025_T0009864,P2,Network,Slow,Server,Server,1552.9,25.0,1.0,Bronze
2025_T0003634,P4,Network,Failure,Firewall,Server,2688.9,19.0,0.0,Gold
2025_T0005751,P4,Network,Access,Firewall,Server,4824.82,58.0,1.0,Bronze
2025_T0009711,P4,Hardware,Failure,Server,Network,2041.33,51.0,0.0,Silver
2025_T0003098,P2,Hardware,Failure,Server,Network,1113.92,36.0,0.0,Bronze
2025_T0004184,P2,Hardware,Failure,Server,Network,498.93,23.0,1.0,Gold
2025_T0005480,P2,Hardware,Crash,Router,Network,856.48,12.0,1.0,Silver
2025_T0010439,P1,Network,Access,Server,Network,271.93,34.0,1.0,Gold
2025_T0007327,P3,Hardware,Crash,Switch,Network,1029.12,44.0,0.0,Gold
2025_T0006730,P4,Hardware,Crash,Server,Network,3195.83,22.0,1.0,Silver
2025_T0008008,P1,Hardware,Access,Router,Server,843.33,5.0,1.0,Bronze
2025_T0008947,P1,Network,Access,Server,Server,846.47,32.0,1.0,Bronze
2025_T0004673,P1,Network,Crash,Firewall,Server,601.87,38.0,0.0,Bronze
2025_T0006217,P4,Hardware,Slow,Router,Network,4879.07,35.0,1.0,Bronze
2025_T0005838,P2,Network,Failure,Router,Network,536.07,45.0,0.0,Silver
2025_T0006430,P2,Network,Failure,Server,Network,556.1,29.0,1.0,Gold
2025_T0005398,P3,Network,Crash,Server,Server,1344.93,9.0,0.0,Gold
2025_T0006898,P1,Hardware,Access,Firewall,Network,525.73,30.0,0.0,Bronze
2025_T0008650,P2,Network,Failure,Firewall,Network,482.07,48.0,1.0,Gold
2025_T0004591,P3,Hardware,Crash,Server,Network,1697.73,28.0,1.0,Gold
2025_T0004062,P1,Hardware,Crash,Router,Network,838.22,23.0,1.0,Bronze
2025_T0005094,P1,Network,Crash,Server,Network,449.05,59.0,0.0,Silver
2025_T0004211,P3,Network,Slow,Firewall,Network,1412.8,8.0,0.0,Gold
2025_T0007456,P2,Hardware,Crash,Router,Network,416.42,8.0,0.0,Gold
2025_T0006952,P3,Hardware,Failure,Router,Network,1224.1,43.0,0.0,Gold
2025_T0009896,P4,Hardware,Access,Router,Server,2640.68,9.0,0.0,Silver
2025_T0006582,P2,Network,Access,Router,Network,1334.18,32.0,0.0,Bronze
2025_T0003256,P3,Hardware,Slow,Firewall,Server,2208.58,37.0,0.0,Bronze
2025_T0009982,P4,Hardware,Slow,Server,Network,4330.85,8.0,1.0,Bronze
2025_T0010380,P4,Hardware,Crash,Switch,Network,3124.48,42.0,0.0,Bronze
2025_T0003396,P2,Hardware,Access,Firewall,Network,803.4,24.0,1.0,Silver
2025_T0006367,P1,Network,Failure,Router,Network,219.18,56.0,0.0,Gold
2025_T0007367,P2,Network,Crash,Router,Server,1167.97,16.0,0.0,Bronze
2025_T0006683,P1,Hardware,Crash,Firewall,Network,237.6,53.0,0.0,Gold
2025_T0010038,P2,Network,Access,Switch,Network,1136.7,59.0,0.0,Bronze
2025_T0007502,P1,Network,Failure,Server,Network,410.67,27.0,0.0,Silver
2025_T0004722,P1,Hardware,Access,Router,Server,254.75,12.0,1.0,Gold
2025_T0008317,P1,Hardware,Slow,Firewall,Network,600.47,5.0,0.0,Bronze
2025_T0008548,P2,Network,Access,Router,Server,1557.8,5.0,1.0,Bronze
2025_T0007037,P2,Hardware,Slow,Firewall,Network,565.37,59.0,1.0,Gold
2025_T0005073,P3,Hardware,Crash,Switch,Network,1424.9,39.0,0.0,Gold
2025_T0003475,P1,Network,Crash,Router,Server,196.45,59.0,0.0,Gold
2025_T0009822,P1,Hardware,Crash,Server,Server,228.92,19.0,0.0,Gold
2025_T0006660,P2,Hardware,Failure,Switch,Server,807.68,40.0,1.0,Silver
2025_T0008087,P1,Hardware,Failure,Server,Server,169.58,17.0,0.0,Gold
2025_T0005578,P3,Hardware,Access,Firewall,Server,3057.25,60.0,1.0,Bronze
2025_T0003540,P1,Network,Crash,Server,Network,273.82,8.0,1.0,Gold
2025_T0004757,P1,Hardware,Crash,Server,Server,501.33,55.0,1.0,Silver
2025_T0008970,P4,Hardware,Crash,Server,Network,4635.33,11.0,1.0,Bronze
2025_T0008861,P4,Network,Access,Router,Server,3896.02,11.0,0.0,Bronze
2025_T0008863,P1,Hardware,Access,Switch,Server,511.82,15.0,0.0,Bronze
2025_T0004246,P2,Network,Slow,Switch,Network,1020.35,48.0,0.0,Bronze
2025_T0008974,P2,Network,Crash,Switch,Network,833.9,8.0,1.0,Silver
2025_T0004147,P2,Network,Failure,Server,Network,1131.13,59.0,0.0,Bronze
2025_T0003259,P2,Network,Failure,Server,Network,822.98,9.0,1.0,Silver
2025_T0005123,P3,Network,Crash,Switch,Network,1716.1,46.0,1.0,Silver
2025_T0008570,P3,Network,Failure,Switch,Network,3396.37,17.0,1.0,Bronze
2025_T0005766,P4,Network,Failure,Server,Server,2990.75,33.0,1.0,Silver
2025_T0009742,P4,Network,Slow,Router,Server,2218.23,25.0,0.0,Gold
2025_T0008001,P2,Hardware,Access,Server,Server,497.3,44.0,1.0,Gold
2025_T0007842,P2,Network,Slow,Switch,Server,1259.9,33.0,0.0,Bronze
2025_T0004030,P1,Hardware,Slow,Switch,Network,263.18,22.0,1.0,Gold
2025_T0008519,P3,Network,Slow,Firewall,Network,2540.02,41.0,0.0,Bronze
2025_T0004485,P1,Network,Failure,Router,Server,273.05,46.0,1.0,Gold
2025_T0004608,P2,Hardware,Access,Server,Network,824.9,57.0,1.0,Silver
2025_T0010187,P4,Network,Failure,Server,Server,2533.78,56.0,0.0,Silver
2025_T0003752,P4,Network,Access,Router,Network,5169.53,24.0,1.0,Bronze
2025_T0008088,P4,Hardware,Access,Router,Network,4799.37,56.0,1.0,Bronze
2025_T0009943,P1,Network,Crash,Switch,Network,685.28,14.0,0.0,Bronze
2025_T0008293,P3,Network,Slow,Server,Network,2026.73,46.0,0.0,Bronze
2025_T0006988,P2,Hardware,Crash,Firewall,Network,462.37,18.0,0.0,Gold
2025_T0008224,P3,Hardware,Slow,Firewall,Network,1387.98,32.0,0.0,Gold
2025_T0005282,P3,Network,Slow,Server,Server,3054.92,45.0,1.0,Bronze
2025_T0006966,P3,Hardware,Failure,Router,Server,1230.13,21.0,0.0,Gold
2025_T0003138,P2,Network,Access,Router,Network,546.3,11.0,1.0,Gold
2025_T0004473,P2,Network,Slow,Firewall,Network,538.02,13.0,1.0,Gold
2025_T0009877,P2,Network,Failure,Router,Server,1079.92,41.0,0.0,Bronze
2025_T0004534,P3,Hardware,Failure,Firewall,Network,2459.77,32.0,0.0,Bronze
2025_T0007521,P4,Network,Crash,Server,Server,3265.32,53.0,0.0,Bronze
2025_T0008475,P1,Hardware,Access,Router,Network,215.53,17.0,0.0,Gold
2025_T0003410,P3,Hardware,Access,Firewall,Network,1368.37,30.0,0.0,Silver
2025_T0003645,P2,Network,Crash,Switch,Network,653.0,12.0,0.0,Silver
2025_T0003015,P2,Hardware,Crash,Switch,Network,1160.5,45.0,0.0,Bronze
2025_T0005586,P3,Hardware,Slow,Server,Network,1117.15,14.0,0.0,Gold
2025_T0004517,P4,Hardware,Slow,Switch,Server,2982.5,30.0,1.0,Silver
2025_T0005114,P2,Network,Access,Firewall,Network,1318.88,60.0,0.0,Bronze
2025_T0003840,P4,Hardware,Failure,Firewall,Network,2846.6,45.0,0.0,Gold
2025_T0006850,P1,Network,Crash,Router,Server,632.62,60.0,0.0,Bronze
2025_T0005259,P4,Hardware,Crash,Firewall,Server,3030.45,17.0,1.0,Gold
2025_T0009861,P2,Network,Access,Server,Network,477.58,45.0,0.0,Gold
2025_T0004163,P2,Network,Access,Server,Network,843.25,28.0,1.0,Silver
2025_T0006465,P4,Network,Crash,Server,Server,2757.2,47.0,0.0,Silver
2025_T0007627,P3,Network,Failure,Server,Server,1025.42,45.0,0.0,Gold
2025_T0005746,P3,Hardware,Crash,Switch,Network,3383.35,52.0,1.0,Bronze
2025_T0004720,P4,Network,Crash,Server,Server,5169.1,14.0,1.0,Bronze
2025_T0009180,,Hardware,Access,Router,Network,520.88,59.0,0.0,Silver
2025_T0008405,P3,Hardware,Failure,Server,Server,1482.92,27.0,1.0,Silver
2025_T0004054,P2,Network,Access,Server,Server,1340.55,13.0,0.0,Bronze
2025_T0007393,P4,Hardware,Failure,Server,Network,3030.68,5.0,1.0,Silver
2025_T0006986,P2,Hardware,Crash,Firewall,Network,1165.87,35.0,0.0,Bronze
2025_T0004916,P3,Network,Slow,Router,Network,1547.6,44.0,1.0,Gold
2025_T0004856,P4,Hardware,Access,Switch,Server,4042.93,34.0,0.0,Bronze
2025_T0007990,P4,Network,Failure,Router,Server,2896.28,44.0,1.0,Gold
2025_T0005221,P2,Hardware,Crash,Firewall,Server,1465.78,55.0,1.0,Bronze
2025_T0006533,P2,Network,Slow,Router,Server,538.35,11.0,1.0,Gold
2025_T0007662,P3,Network,Slow,Router,Network,3027.58,48.0,1.0,Bronze
2025_T0008449,P4,Hardware,Crash,Server,Network,2134.23,12.0,0.0,Gold
2025_T0006032,P3,Hardware,Slow,Router,Server,1574.28,33.0,1.0,Gold
2025_T0007457,P1,Hardware,Failure,Router,Server,257.88,36.0,1.0,Gold
2025_T0008147,P4,Network,Slow,Firewall,Server,4907.37,23.0,1.0,Bronze
2025_T0006665,P1,Hardware,Failure,Firewall,Server,598.4,24.0,0.0,Bronze
2025_T0005455,P4,Network,Crash,Router,Server,3659.17,58.0,0.0,Bronze
2025_T0006445,P1,Hardware,Slow,Switch,Server,846.38,18.0,1.0,Bronze
2025_T0007694,P2,Network,Failure,Server,Network,346.0,15.0,0.0,Gold
2025_T0003363,P3,Network,Slow,Router,Server,3103.12,50.0,1.0,Bronze
2025_T0005982,P2,Hardware,Access,Switch,Network,620.27,25.0,0.0,Silver
2025_T0006211,P3,Network,Crash,Server,Network,3001.73,37.0,1.0,Bronze
2025_T0010401,P4,Hardware,Access,Router,Network,2289.2,60.0,0.0,Gold
2025_T0006845,P4,Hardware,Failure,Server,Server,2528.77,20.0,0.0,Gold
2025_T0003099,P2,Network,Crash,Router,Server,1546.2,9.0,1.0,Bronze
2025_T0006819,P1,Network,Crash,Router,Network,841.02,7.0,1.0,Bronze
2025_T0006602,P4,Hardware,Access,Router,Network,2652.72,10.0,0.0,Gold
2025_T0009498,P1,Hardware,Crash,Router,Network,799.47,43.0,1.0,Bronze
2025_T0004181,P3,Hardware,Slow,Router,Network,2829.15,60.0,0.0,Bronze
2025_T0009014,P1,Network,Failure,Firewall,Network,792.83,6.0,1.0,Bronze
2025_T0010169,P4,Network,Slow,Switch,Network,3213.43,15.0,0.0,Bronze
2025_T0009409,P4,Hardware,Crash,Firewall,Network,3361.32,57.0,0.0,Bronze
2025_T0003538,P1,Network,Crash,Switch,Network,439.53,22.0,0.0,Silver
2025_T0006342,P2,Hardware,Slow,Switch,Server,1081.15,40.0,0.0,Bronze
2025_T0003494,P2,Hardware,Failure,Server,Server,637.98,45.0,0.0,Silver
2025_T0007708,P2,Hardware,Crash,Server,Network,827.97,17.0,1.0,Silver
2025_T0004556,P1,Network,Slow,Router,Server,266.53,9.0,1.0,Gold
2025_T0003865,P2,Network,Crash,Firewall,Network,383.38,27.0,0.0,Gold
2025_T0006345,P3,Hardware,Access,Switch,Server,1700.88,14.0,1.0,Silver
2025_T0009618,P4,Network,Access,Firewall,Network,2684.72,26.0,0.0,Gold
2025_T0005623,P2,Network,Access,Router,Network,806.13,34.0,1.0,Silver
2025_T0008908,P4,Network,Failure,Switch,Network,3834.37,16.0,0.0,Bronze
2025_T0003311,P4,Network,Crash,Server,Network,3323.13,19.0,1.0,Silver
2025_T0004600,P3,Network,Slow,Firewall,Network,2361.45,30.0,0.0,Bronze
2025_T0006519,P3,Network,Slow,Firewall,Server,1272.8,41.0,0.0,Silver
2025_T0007174,P4,Hardware,Slow,Server,Network,2949.95,40.0,1.0,Gold
2025_T0007413,P2,Network,Failure,Firewall,Network,1312.43,36.0,0.0,Bronze
2025_T0003606,P1,Network,Crash,Switch,Network,775.37,49.0,1.0,Bronze
2025_T0010214,P1,Hardware,Failure,Server,Network,639.97,52.0,0.0,Bronze
2025_T0006547,P1,Network,Failure,Server,Network,374.33,30.0,0.0,Silver
2025_T0006797,P1,Network,Crash,Switch,Network,591.97,37.0,0.0,Bronze
2025_T0005591,P3,Hardware,Slow,Server,Server,1487.57,55.0,1.0,Gold
2025_T0005795,P1,Network,Access,Router,Network,207.2,54.0,0.0,Gold
2025_T0009434,P1,Hardware,Slow,Firewall,Network,623.75,27.0,0.0,Bronze
2025_T0003718,P4,Hardware,Slow,Router,Server,3071.78,24.0,1.0,Gold
2025_T0004643,P2,Network,Failure,Router,Server,462.37,54.0,0.0,Gold
2025_T0006882,P1,Network,Access,Server,Server,182.42,48.0,0.0,Gold
2025_T0008190,P3,Hardware,Failure,Router,Server,1436.6,36.0,0.0,Gold
2025_T0003400,P1,Hardware,Failure,Firewall,Network,651.75,24.0,0.0,Bronze
2025_T0006385,P1,Network,Access,Firewall,Network,805.4,8.0,1.0,Bronze
2025_T0009443,P4,Hardware,Failure,Server,Server,3082.75,35.0,1.0,Silver
2025_T0003861,P2,Network,Failure,Router,Server,1701.28,46.0,1.0,Bronze
2025_T0010368,P4,Hardware,Crash,Server,Network,3048.57,28.0,1.0,Silver
2025_T0007136,P2,Hardware,Crash,Server,Network,638.8,16.0,0.0,Silver
2025_T0006004,P1,Hardware,Slow,Firewall,Network,843.63,29.0,1.0,Bronze
2025_T0006404,P4,Network,Failure,Server,Server,3408.88,25.0,1.0,Gold
2025_T0005177,P4,Hardware,Slow,Router,Network,3034.77,22.0,1.0,Gold
2025_T0003168,P2,Network,Failure,Server,Network,431.73,35.0,0.0,Gold
2025_T0003244,P3,Hardware,Slow,Firewall,Network,2110.78,55.0,0.0,Bronze
2025_T0003646,P4,Hardware,Failure,Switch,Server,4902.83,22.0,1.0,Bronze
2025_T0003868,P1,Hardware,Access,Switch,Network,223.02,21.0,0.0,Gold
2025_T0004060,P1,Hardware,Slow,Firewall,Network,175.13,25.0,0.0,Gold
2025_T0008228,P3,Hardware,Crash,Switch,Network,1501.43,51.0,1.0,Gold
2025_T0009695,P3,Network,Failure,Server,Server,3182.55,52.0,1.0,Bronze
2025_T0005339,P4,Network,Failure,Switch,Network,2761.38,17.0,0.0,Gold
2025_T0004807,P4,Network,Slow,Switch,Network,4834.53,37.0,1.0,Bronze
2025_T0004501,P1,Hardware,Failure,Firewall,Network,432.4,19.0,0.0,Silver
2025_T0004754,P4,Hardware,Crash,Firewall,Server,2919.43,11.0,1.0,Gold
2025_T0007720,P4,Network,Slow,Server,Network,2285.7,48.0,0.0,Gold
2025_T0009287,P2,Hardware,Access,Firewall,Server,1012.42,50.0,0.0,Bronze
2025_T0006559,P4,Network,Crash,Switch,Network,4751.82,10.0,1.0,Bronze
2025_T0009638,P3,,Failure,Switch,Network,3001.13,29.0,1.0,Bronze
2025_T0009644,P3,Network,Access,Switch,Network,1582.85,24.0,1.0,Gold
2025_T0004897,P1,Network,Access,Router,Network,273.18,27.0,1.0,Gold
2025_T0007036,P1,Network,Access,Switch,Network,279.73,59.0,1.0,Gold
2025_T0003501,P2,Network,Access,Server,Network,472.57,11.0,0.0,Gold
2025_T0008116,P3,Hardware,Failure,Switch,Server,1276.92,32.0,0.0,Silver
2025_T0009806,P3,Network,Access,Server,Server,1570.97,52.0,1.0,Silver
2025_T0006629,P3,Network,Crash,Server,Network,2233.68,19.0,0.0,Bronze
2025_T0004900,P1,Network,Crash,Router,Network,264.7,37.0,1.0,Gold
2025_T0003365,P4,Hardware,Crash,Firewall,Network,2698.67,47.0,0.0,Gold
2025_T0003913,P2,Hardware,Failure,Router,Network,373.73,10.0,0.0,Gold
2025_T0003248,P3,Hardware,Slow,Router,Network,3232.1,8.0,1.0,Bronze
2025_T0005356,P2,Hardware,Access,Switch,Server,1496.58,26.0,1.0,Bronze
2025_T0003671,P1,Network,Failure,Router,Network,235.08,37.0,0.0,Gold
2025_T0005131,P3,Network,Slow,Router,Server,3043.92,9.0,1.0,Bronze
2025_T0008711,P3,Network,Crash,Switch,Server,2948.3,20.0,1.0,Bronze
2025_T0004935,P4,Network,Crash,Firewall,Network,2655.95,44.0,0.0,Silver
2025_T0004943,P4,Network,Failure,Firewall,Network,3117.97,28.0,0.0,Bronze
2025_T0009215,P4,Hardware,Access,Switch,Network,4369.85,32.0,1.0,Bronze
2025_T0008571,P4,Hardware,Crash,Router,Network,2820.6,14.0,0.0,Gold
2025_T0007903,P1,Network,Access,Server,Network,474.77,46.0,0.0,Silver
2025_T0006731,P4,Network,Failure,Router,Network,2879.97,29.0,0.0,Gold
2025_T0009328,P1,Hardware,Crash,Server,Network,460.72,14.0,0.0,Silver
2025_T0009235,P4,Hardware,Crash,Switch,Network,4461.17,49.0,1.0,Bronze
2025_T0003039,P4,Hardware,Access,Firewall,Network,3645.95,37.0,0.0,Bronze
2025_T0004440,P4,Hardware,Access,Router,Server,4622.65,11.0,1.0,Bronze
2025_T0004703,P2,Hardware,Slow,Router,Server,336.75,39.0,0.0,Gold
2025_T0003187,P4,Network,Slow,Switch,Network,3885.3,33.0,0.0,Bronze
2025_T0007196,P2,Hardware,Access,Router,Network,526.03,12.0,1.0,Gold
2025_T0004448,P2,Network,Access,Router,Network,1088.08,11.0,0.0,Bronze
2025_T0009666,P1,Hardware,Access,Server,Network,504.77,52.0,0.0,Bronze
2025_T0006627,P1,Hardware,Slow,Router,Network,258.98,21.0,1.0,Gold
2025_T0008446,P2,Hardware,Failure,Switch,Network,367.42,29.0,0.0,Gold
2025_T0003748,P4,Hardware,Slow,Server,Network,2552.02,18.0,0.0,Gold
2025_T0010072,P3,Network,Slow,Router,Network,1079.2,16.0,0.0,Gold
2025_T0004493,P1,Network,Slow,Router,Network,193.18,48.0,0.0,Gold
2025_T0008589,P1,Network,Crash,Router,Server,800.57,31.0,1.0,Bronze
2025_T0004111,P1,Hardware,Slow,Firewall,Network,276.52,53.0,1.0,Gold
2025_T0004780,P4,Network,Failure,Router,Network,2640.82,48.0,0.0,Gold
2025_T0003874,P4,Network,Access,Router,Server,5178.88,23.0,1.0,Bronze
2025_T0006796,P4,Network,Failure,Firewall,Network,4454.93,48.0,1.0,Bronze
2025_T0005694,P1,Network,Slow,Server,Server,724.47,21.0,1.0,Bronze
2025_T0005650,P3,Hardware,Failure,Server,Network,3361.13,19.0,1.0,Bronze
2025_T0008771,P2,Hardware,Crash,Server,Server,572.3,17.0,1.0,Gold
2025_T0006531,P4,Network,Access,Firewall,Server,2484.68,23.0,0.0,Gold
2025_T0003727,P3,Hardware,Access,Router,Network,2210.43,53.0,0.0,Bronze
2025_T0006187,P1,Network,Slow,Server,Network,462.27,38.0,0.0,Silver
2025_T0009899,P2,Network,Access,Router,Network,423.35,53.0,0.0,Gold
2025_T0008878,P4,Hardware,Failure,Firewall,Network,4268.32,22.0,0.0,Bronze
2025_T0010365,P1,Hardware,Slow,Router,Network,441.07,59.0,0.0,Silver
2025_T0006243,P2,Hardware,Crash,Server,Network,766.18,54.0,1.0,Silver
2025_T0005902,P4,Hardware,Access,Router,Network,3114.8,49.0,1.0,Gold
2025_T0009335,P4,Hardware,Slow,Server,Server,3765.9,10.0,0.0,Bronze
2025_T0008133,P2,Network,Failure,Server,Network,1182.95,47.0,0.0,Bronze
2025_T0008668,P1,Network,Crash,Server,Network,535.23,43.0,0.0,Bronze
2025_T0004581,P3,Hardware,Slow,Switch,Network,1568.95,37.0,1.0,Gold
2025_T0007538,P4,Hardware,Crash,Router,Server,3124.87,19.0,0.0,Bronze
2025_T0010012,P2,Hardware,Failure,Router,Network,560.77,20.0,1.0,Gold
2025_T0010288,P3,Hardware,Crash,Router,Network,2298.63,21.0,0.0,Bronze
2025_T0006597,P4,Hardware,Failure,Router,Network,2349.62,48.0,0.0,Gold
2025_T0003987,P3,Hardware,Failure,Switch,Network,2826.52,5.0,0.0,Bronze
2025_T0005014,P1,Network,Crash,Firewall,Network,173.05,11.0,0.0,Gold
2025_T0009019,P3,Hardware,Slow,Router,Network,1413.27,20.0,0.0,Silver
2025_T0009705,P3,Network,Access,Switch,Network,2868.62,52.0,0.0,Bronze
2025_T0005729,P2,Network,Slow,Switch,Network,567.42,55.0,1.0,Gold
2025_T0006950,P4,Network,Access,Server,Network,2479.18,17.0,0.0,Silver
2025_T0005446,P2,Network,Failure,Router,Network,1520.72,32.0,1.0,Bronze
2025_T0004287,P1,Network,Slow,Router,Network,245.28,7.0,1.0,Gold
2025_T0004553,P1,Hardware,Access,Server,Server,264.13,19.0,1.0,Gold
2025_T0009854,P4,Network,Crash,Router,Network,3866.5,41.0,0.0,Bronze
2025_T0005047,P2,Network,Crash,Server,Server,1142.92,37.0,0.0,Bronze
2025_T0010448,P3,Hardware,Slow,Server,Network,2121.27,42.0,0.0,Bronze
2025_T0003005,P2,Hardware,Failure,Firewall,Network,490.18,23.0,1.0,Gold
2025_T0008749,P2,Hardware,Failure,Server,Network,569.53,18.0,0.0,Silver
2025_T0004146,P2,Network,Access,Firewall,Server,1591.15,26.0,1.0,Bronze
2025_T0009833,P3,Network,Access,Server,Network,1120.88,44.0,0.0,Gold
2025_T0008738,P1,Hardware,Crash,Switch,Server,702.72,55.0,0.0,Bronze
2025_T0010316,,Network,Slow,Switch,Server,2884.08,51.0,1.0,Gold
2025_T0009732,P4,Hardware,Access,Firewall,Network,4957.15,18.0,1.0,Bronze
2025_T0007684,P2,Network,Access,Firewall,Network,1291.45,35.0,0.0,Bronze
2025_T0008253,P4,Network,Crash,Server,Network,5059.6,11.0,1.0,Bronze
2025_T0007233,P3,Hardware,Failure,Server,Network,1318.18,57.0,0.0,Silver
2025_T0004550,P3,Network,Access,Router,Server,1640.62,48.0,1.0,Gold
2025_T0010065,P4,Hardware,Slow,Server,Network,4130.23,35.0,0.0,Bronze
2025_T0007986,P1,Hardware,Failure,Switch,Server,813.25,35.0,1.0,Bronze
2025_T0008294,P2,Network,Slow,Router,Network,1433.77,51.0,0.0,Bronze
2025_T0004086,P2,Network,Slow,Server,Network,727.93,18.0,1.0,Silver
2025_T0006250,P3,Network,Slow,Router,Server,3030.73,36.0,1.0,Bronze
