year_ticket_id,ticket_id,ticket_category,ticket_priority,issue_type,ticket_channel,ticket_status,ticket_description,sla_breach_prob,sla_risk_tier,client_id,service_tier,device_type,engineer_id,resolution_time_minutes,first_response_time_minutes,sla_num
2025_T0008461,T0008461,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C019,Gold,Router,E009,2232.67,18.0,0.0
2025_T0007957,T0007957,Hardware,P3,Access,Email,Closed,Physical port unresponsive.,0.4996,Medium,C020,Gold,Server,E007,1286.95,60.0,0.0
2025_T0006915,T0006915,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C020,Gold,Server,E020,257.67,55.0,1.0
2025_T0004902,T0004902,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Router,E005,3050.85,5.0,0.0
2025_T0009566,T0009566,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C002,Silver,Server,E016,1188.97,41.0,0.0
2025_T0007309,T0007309,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C020,Gold,Firewall,E003,1304.45,35.0,0.0
2025_T0005616,T0005616,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C016,Gold,Server,E008,227.53,40.0,0.0
2025_T0008497,T0008497,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.5005,Medium,C023,Gold,Firewall,E005,1560.85,39.0,1.0
2025_T0005100,T0005100,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C023,Gold,Switch,E006,3161.82,42.0,1.0
2025_T0008596,T0008596,Network,P4,Access,Portal,Closed,VPN authentication failing.,0.4997,Medium,C014,Bronze,Firewall,E004,4391.05,43.0,1.0
2025_T0008265,T0008265,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C007,Gold,Router,E012,2098.08,56.0,0.0
2025_T0003160,T0003160,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C024,Bronze,Router,E010,4240.42,29.0,0.0
2025_T0007057,T0007057,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C018,Gold,Switch,E005,225.27,59.0,0.0
2025_T0009922,T0009922,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C009,Bronze,Router,E020,652.15,55.0,0.0
2025_T0003355,T0003355,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4992,Medium,C011,Bronze,Server,E012,4556.38,14.0,1.0
2025_T0009203,T0009203,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C017,Silver,Switch,E002,424.37,11.0,0.0
2025_T0004202,T0004202,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C016,Gold,Switch,E003,554.68,53.0,1.0
2025_T0008111,T0008111,Hardware,P2,Access,Email,Closed,Physical port unresponsive.,0.5005,Medium,C023,Gold,Firewall,E004,515.67,50.0,1.0
2025_T0004237,T0004237,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C001,Gold,Server,E020,399.33,23.0,0.0
2025_T0003607,T0003607,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C016,Gold,Switch,E007,2589.08,24.0,0.0
2025_T0003126,T0003126,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4992,Medium,C011,Bronze,Switch,E014,582.48,57.0,0.0
2025_T0006864,T0006864,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C003,Silver,Server,E016,2418.37,20.0,0.0
2025_T0006878,T0006878,Network,P3,Access,Portal,Closed,VPN authentication failing.,0.4996,Medium,C002,Silver,Server,E004,1518.22,11.0,1.0
2025_T0008900,T0008900,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C016,Gold,Server,E004,2285.83,54.0,0.0
2025_T0006128,T0006128,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C006,Bronze,Firewall,E015,3146.48,26.0,0.0
2025_T0007389,T0007389,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C019,Gold,Switch,E014,565.72,15.0,1.0
2025_T0009088,T0009088,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5005,Medium,C022,Bronze,Server,E010,3403.65,21.0,1.0
2025_T0008989,T0008989,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C024,Bronze,Server,E007,4990.33,32.0,1.0
2025_T0004465,T0004465,Network,P2,,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Firewall,E003,1101.12,52.0,0.0
2025_T0003759,T0003759,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C006,Bronze,Server,E002,1547.13,5.0,1.0
2025_T0008292,T0008292,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C004,Bronze,Router,E007,1589.67,23.0,1.0
2025_T0003984,T0003984,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4992,Medium,C011,Bronze,Switch,E012,3285.03,30.0,1.0
2025_T0005269,T0005269,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5005,Medium,C011,Bronze,Switch,E003,5080.55,6.0,1.0
2025_T0005673,T0005673,Network,P2,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C001,Gold,Server,E015,373.12,25.0,0.0
2025_T0003686,T0003686,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.5007,Medium,C015,Silver,Server,E003,1368.75,27.0,0.0
2025_T0009604,T0009604,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C003,Silver,Server,E013,574.22,35.0,1.0
2025_T0007396,T0007396,Hardware,P2,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C024,Bronze,Router,E012,1543.48,22.0,1.0
2025_T0005192,T0005192,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.5005,Medium,C022,Bronze,Firewall,E012,4086.6,27.0,0.0
2025_T0006512,T0006512,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C015,Silver,Server,E004,1299.3,6.0,0.0
2025_T0006923,T0006923,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C017,Silver,Switch,E020,3039.6,29.0,1.0
2025_T0010441,T0010441,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5005,Medium,C011,Bronze,Server,E014,4814.45,19.0,1.0
2025_T0010125,T0010125,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C017,Silver,Firewall,E013,2926.0,7.0,1.0
2025_T0005794,T0005794,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C021,Bronze,Server,E009,574.92,42.0,0.0
2025_T0009690,T0009690,Hardware,P2,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C016,Gold,Switch,E019,441.6,35.0,0.0
2025_T0009170,T0009170,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C004,Bronze,Firewall,E012,4562.6,26.0,1.0
2025_T0007735,T0007735,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C009,Bronze,Router,E001,5031.58,18.0,1.0
2025_T0005363,T0005363,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4992,Medium,C023,Gold,Firewall,E002,2696.3,34.0,0.0
2025_T0004647,T0004647,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C014,Bronze,Switch,E012,3524.5,23.0,0.0
2025_T0010274,T0010274,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.5007,Medium,C019,Gold,Server,E001,394.22,21.0,0.0
2025_T0007377,T0007377,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C005,Bronze,Firewall,E020,1065.63,38.0,0.0
2025_T0005142,T0005142,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.5007,Medium,C010,Silver,Router,E019,356.67,20.0,0.0
2025_T0003193,T0003193,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C005,Bronze,Router,E015,3374.17,21.0,1.0
2025_T0005466,T0005466,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C017,Silver,Switch,E002,1224.98,17.0,0.0
2025_T0005250,T0005250,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C006,Bronze,Firewall,E009,752.48,60.0,1.0
2025_T0007152,T0007152,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4992,Medium,C011,Bronze,Switch,E005,2329.9,47.0,0.0
2025_T0008129,T0008129,Hardware,P3,Failure,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C012,Bronze,Switch,E019,2682.23,38.0,0.0
2025_T0007000,T0007000,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C020,Gold,Switch,E015,2942.27,38.0,1.0
2025_T0010218,T0010218,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C016,Gold,Switch,E018,2652.65,48.0,0.0
2025_T0003065,T0003065,Hardware,P1,Access,Portal,Closed,Server 04 failing to POST.,0.5005,Medium,C022,Bronze,Server,E007,638.57,35.0,0.0
2025_T0008380,T0008380,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C017,Silver,Router,E001,417.47,49.0,0.0
2025_T0008621,T0008621,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C005,Bronze,Router,E017,4035.8,17.0,0.0
2025_T0006570,T0006570,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C012,Bronze,Router,E019,1307.15,21.0,0.0
2025_T0005542,T0005542,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4992,Medium,C023,Gold,Server,E003,349.0,49.0,0.0
2025_T0003331,T0003331,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C005,Bronze,Router,E020,555.35,24.0,0.0
2025_T0008264,T0008264,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C024,Bronze,Switch,E001,570.18,17.0,0.0
2025_T0009837,T0009837,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C016,Gold,Router,E011,2069.65,18.0,0.0
2025_T0004706,T0004706,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C024,Bronze,Server,E011,1366.08,33.0,0.0
2025_T0005847,T0005847,Network,P1,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C004,Bronze,Switch,E014,539.83,60.0,0.0
2025_T0010073,T0010073,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C020,Gold,Router,E003,222.6,44.0,0.0
2025_T0009965,T0009965,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C008,Gold,Server,E007,1727.85,54.0,1.0
2025_T0008037,T0008037,Hardware,P3,Slow,Portal,Closed,Disk I/O wait times high.,0.4993,Medium,C008,Gold,Switch,E018,1512.55,7.0,1.0
2025_T0004773,T0004773,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.501,Medium,C006,Bronze,Switch,E012,2327.57,39.0,0.0
2025_T0008365,T0008365,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C022,Bronze,Server,E005,3337.57,8.0,0.0
2025_T0010105,T0010105,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.501,Medium,C020,Gold,Router,E017,1557.65,17.0,1.0
2025_T0003488,T0003488,Network,P1,Slow,Email,Closed,High latency during peak hours.,0.4993,Medium,C016,Gold,Firewall,E003,227.05,52.0,0.0
2025_T0004235,T0004235,Hardware,P2,Slow,Email,Closed,Disk I/O wait times high.,0.4994,Medium,C002,Silver,Server,E009,707.78,50.0,0.0
2025_T0009462,T0009462,Network,P2,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C004,Bronze,Firewall,E012,1217.42,49.0,0.0
2025_T0005327,T0005327,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.4994,Medium,C007,Gold,Firewall,E019,224.07,32.0,0.0
2025_T0003549,T0003549,Hardware,P1,Failure,Portal,Closed,Server 04 failing to POST.,0.501,Medium,C024,Bronze,Router,E001,834.53,60.0,1.0
2025_T0003066,T0003066,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.501,Medium,C004,Bronze,Switch,E005,1137.63,10.0,0.0
2025_T0007317,T0007317,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C017,Silver,Firewall,E003,2575.88,47.0,0.0
2025_T0010133,T0010133,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C011,Bronze,Server,E018,4855.47,14.0,1.0
2025_T0005511,T0005511,Hardware,P3,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Firewall,E020,3349.18,17.0,1.0
2025_T0007316,T0007316,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C001,Gold,Firewall,E001,1327.08,19.0,0.0
2025_T0005290,T0005290,Network,P3,Failure,Email,Closed,unknown,0.4997,Medium,C024,Bronze,Server,E006,2849.48,17.0,0.0
2025_T0009145,T0009145,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4994,Medium,C013,Gold,Server,E019,170.52,35.0,0.0
2025_T0007236,T0007236,Hardware,P4,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C004,Bronze,Firewall,E006,4690.12,58.0,1.0
2025_T0010171,T0010171,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4993,Medium,C010,Silver,Router,E004,430.98,26.0,0.0
2025_T0007733,T0007733,Network,P2,Slow,Email,Closed,High latency during peak hours.,0.4994,Medium,C007,Gold,Router,E004,547.92,21.0,1.0
2025_T0009313,T0009313,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.501,Medium,C018,Gold,Router,E008,504.03,32.0,1.0
2025_T0006153,T0006153,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.501,Medium,C018,Gold,Router,E019,1094.03,53.0,0.0
2025_T0007518,T0007518,Network,P4,Access,Email,Closed,VPN authentication failing.,0.501,Medium,C012,Bronze,Router,E017,3087.63,36.0,0.0
2025_T0005792,T0005792,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4994,Medium,C002,Silver,Server,E019,537.98,32.0,1.0
2025_T0010166,T0010166,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4994,Medium,C015,Silver,Switch,E011,3293.35,60.0,1.0
2025_T0010396,T0010396,Hardware,P1,Slow,Portal,Closed,Disk I/O wait times high.,0.4994,Medium,C015,Silver,Server,E008,382.07,35.0,0.0
2025_T0009825,T0009825,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.5007,Medium,C023,Gold,Firewall,E007,402.75,48.0,0.0
2025_T0008555,T0008555,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.501,Medium,C018,Gold,Router,E019,276.47,11.0,1.0
2025_T0010014,T0010014,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.5011,Medium,C011,Bronze,Switch,E010,2334.33,13.0,0.0
2025_T0005502,T0005502,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C017,Silver,Switch,E018,552.87,25.0,1.0
2025_T0007499,T0007499,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.501,Medium,C025,Bronze,Switch,E011,2468.9,21.0,0.0
2025_T0007834,T0007834,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.501,Medium,C020,Gold,Router,E007,259.53,55.0,1.0
2025_T0007882,T0007882,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4994,Medium,C019,Gold,Firewall,E005,177.52,45.0,0.0
2025_T0004156,T0004156,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.501,Medium,C018,Gold,Router,E004,2865.92,45.0,0.0
2025_T0008917,T0008917,Network,P4,Slow,Email,Closed,High latency during peak hours.,0.4994,Medium,C015,Silver,Server,E016,3453.1,29.0,1.0
2025_T0005731,T0005731,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.501,Medium,C001,Gold,Server,E019,1528.1,39.0,1.0
2025_T0004661,T0004661,Hardware,P4,Access,Email,Closed,Physical port unresponsive.,0.4993,Medium,C002,Silver,Switch,E001,3299.47,27.0,1.0
2025_T0005539,T0005539,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C022,Bronze,Server,E003,773.98,32.0,1.0
2025_T0009827,T0009827,Network,P4,Access,Email,Closed,VPN authentication failing.,0.4997,Medium,C001,Gold,Server,E011,2074.85,14.0,0.0
2025_T0003068,T0003068,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4993,Medium,C002,Silver,Firewall,E013,2674.75,27.0,0.0
2025_T0003730,T0003730,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4993,Medium,C002,Silver,Firewall,E012,3187.43,21.0,1.0
2025_T0006254,T0006254,Hardware,P4,Crash,Email,Closed,System thermal shutdown.,0.5007,Medium,C022,Bronze,Firewall,E011,3771.12,28.0,0.0
2025_T0006105,T0006105,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4994,Medium,C005,Bronze,Router,E018,4913.27,11.0,1.0
2025_T0003204,T0003204,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C024,Bronze,Router,E012,4870.62,18.0,1.0
2025_T0008470,T0008470,Hardware,P3,Crash,Email,Closed,System thermal shutdown.,0.4997,Medium,C020,Gold,Router,E001,1619.28,58.0,1.0
2025_T0009634,T0009634,Network,P4,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C012,Bronze,Router,E020,4634.53,52.0,1.0
2025_T0007412,T0007412,Hardware,P4,Slow,Portal,Closed,Disk I/O wait times high.,0.4996,Medium,C004,Bronze,Switch,E010,3911.75,20.0,0.0
2025_T0006746,T0006746,Network,P3,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C015,Silver,Router,E009,1633.18,31.0,1.0
2025_T0007985,T0007985,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.4997,Medium,C004,Bronze,Firewall,E018,2218.15,47.0,0.0
2025_T0006365,T0006365,Hardware,P2,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C025,Bronze,Switch,E017,1058.42,20.0,0.0
2025_T0004457,T0004457,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.4997,Medium,C004,Bronze,Firewall,E017,610.3,7.0,0.0
2025_T0009369,T0009369,Network,P4,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C005,Bronze,Router,E007,3602.33,33.0,0.0
2025_T0007282,T0007282,Network,P3,Access,Email,Closed,VPN authentication failing.,0.5007,Medium,C015,Silver,Router,E006,1033.95,12.0,0.0
2025_T0009181,T0009181,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C003,Silver,Server,E010,439.53,60.0,0.0
2025_T0010260,T0010260,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Router,E006,552.1,56.0,0.0
2025_T0005368,T0005368,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4996,Medium,C005,Bronze,Router,E010,2470.9,49.0,0.0
2025_T0003518,T0003518,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C006,Bronze,Switch,E016,688.45,8.0,0.0
2025_T0005601,T0005601,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C006,Bronze,Server,E005,692.85,34.0,0.0
2025_T0009115,T0009115,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.4992,Medium,C011,Bronze,Switch,E012,793.13,28.0,1.0
2025_T0009535,T0009535,Hardware,P1,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C018,Gold,Switch,E012,277.4,7.0,1.0
2025_T0007809,T0007809,Hardware,P2,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C009,Bronze,Firewall,E006,1596.35,35.0,1.0
2025_T0009362,T0009362,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C024,Bronze,Firewall,E003,750.28,44.0,1.0
2025_T0008993,T0008993,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.5005,Medium,C023,Gold,Switch,E007,2992.18,17.0,1.0
2025_T0003713,T0003713,Network,P4,Access,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C015,Silver,Router,E018,3047.25,6.0,1.0
2025_T0004279,T0004279,Network,P2,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C004,Bronze,Firewall,E002,1570.43,15.0,1.0
2025_T0004813,T0004813,Network,P1,Slow,Portal,,High latency during peak hours.,0.4997,Medium,C006,Bronze,Server,E008,768.75,33.0,1.0
2025_T0005959,T0005959,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C013,Gold,Server,E017,219.43,26.0,0.0
2025_T0003679,T0003679,Network,P1,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C008,Gold,Server,E014,286.9,47.0,1.0
2025_T0007437,T0007437,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C005,Bronze,Router,E003,2789.9,59.0,0.0
2025_T0010033,T0010033,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.5005,Medium,C023,Gold,Firewall,E008,282.9,5.0,1.0
2025_T0008122,T0008122,Hardware,P3,Failure,Email,Closed,Server 04 failing to POST.,0.5005,Medium,C011,Bronze,Switch,E018,2486.77,41.0,0.0
2025_T0008667,T0008667,Network,P3,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C013,Gold,Server,E020,1507.83,53.0,1.0
2025_T0005626,T0005626,Network,P3,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C006,Bronze,Switch,E013,2524.48,52.0,0.0
2025_T0010234,T0010234,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.5007,Medium,C016,Gold,Router,E002,2553.5,15.0,0.0
2025_T0005934,T0005934,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C013,Gold,Server,E004,284.5,7.0,1.0
2025_T0005682,T0005682,Network,P1,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4997,Medium,C025,Bronze,Switch,E018,532.02,9.0,0.0
2025_T0009067,T0009067,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.5005,Medium,C022,Bronze,Firewall,E010,825.55,50.0,1.0
2025_T0006990,T0006990,Network,P1,Slow,Portal,Closed,High latency during peak hours.,0.4996,Medium,C017,Silver,Switch,E015,435.88,55.0,0.0
2025_T0007076,T0007076,Hardware,P2,Crash,Email,Closed,System thermal shutdown.,0.4996,Medium,C017,Silver,Switch,E019,834.17,8.0,1.0
2025_T0005309,T0005309,Hardware,P3,Access,Portal,Closed,Physical port unresponsive.,0.5007,Medium,C008,Gold,Switch,E012,1537.42,18.0,1.0
2025_T0006424,T0006424,Hardware,P4,Crash,Portal,Closed,System thermal shutdown.,0.5005,Medium,C011,Bronze,Server,E013,4944.58,48.0,1.0
2025_T0009740,T0009740,Hardware,P1,Access,Portal,Closed,Physical port unresponsive.,0.4996,Medium,C003,Silver,Switch,E005,543.03,20.0,1.0
2025_T0005066,T0005066,Network,P2,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.4992,Medium,C023,Gold,Firewall,E020,462.95,40.0,0.0
2025_T0004108,T0004108,Hardware,P3,Access,Portal,Closed,Server 04 failing to POST.,0.4996,Medium,C019,Gold,Firewall,E018,1348.18,46.0,0.0
2025_T0005476,T0005476,Hardware,P4,Failure,Portal,Closed,Server 04 failing to POST.,0.4997,Medium,C009,Bronze,Router,E008,3856.67,45.0,0.0
2025_T0005945,T0005945,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4997,Medium,C006,Bronze,Server,E012,4831.58,15.0,1.0
2025_T0007120,T0007120,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.4997,Medium,C018,Gold,Router,E020,1598.25,59.0,1.0
2025_T0005041,T0005041,Network,P3,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C003,Silver,Server,E003,1114.23,26.0,0.0
2025_T0003466,T0003466,Hardware,P1,Access,Email,Closed,Server 04 failing to POST.,0.5007,Medium,C019,Gold,Server,E013,279.07,37.0,1.0
2025_T0009551,T0009551,Network,P4,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5005,Medium,C011,Bronze,Switch,E016,4933.0,14.0,1.0
2025_T0006635,T0006635,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4996,Medium,C007,Gold,Firewall,E006,189.93,38.0,0.0
2025_T0003862,T0003862,Network,P1,Failure,Portal,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C006,Bronze,Firewall,E015,687.6,38.0,0.0
2025_T0008845,T0008845,Hardware,P4,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C014,Bronze,Firewall,E006,4508.93,40.0,1.0
2025_T0007380,T0007380,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4996,Medium,C007,Gold,Router,E008,264.28,25.0,1.0
2025_T0008313,T0008313,Network,P2,Slow,Portal,Closed,High latency during peak hours.,0.5007,Medium,C003,Silver,Server,E006,783.57,53.0,1.0
2025_T0009746,T0009746,Network,P4,Failure,Email,Closed,Total loss of connectivity in Sector B.,0.4996,Medium,C005,Bronze,Server,E005,4569.22,22.0,1.0
2025_T0007403,T0007403,Network,P2,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.5005,Medium,C011,Bronze,Switch,E005,1587.58,57.0,1.0
2025_T0006540,T0006540,Network,P4,Slow,Portal,Closed,High latency during peak hours.,0.4997,Medium,C004,Bronze,Firewall,E018,5018.28,11.0,1.0
2025_T0010010,T0010010,Network,P1,Crash,Email,Closed,Core switch rebooted unexpectedly.,0.4996,Medium,C017,Silver,Switch,E003,544.47,15.0,1.0
2025_T0008245,T0008245,Network,P3,Access,Email,Closed,VPN authentication failing.,0.4996,Medium,C015,Silver,Switch,E003,1315.97,58.0,0.0
2025_T0004340,T0004340,Hardware,P3,Slow,Email,Closed,Disk I/O wait times high.,0.4997,Medium,C024,Bronze,Router,E019,2531.58,11.0,0.0
2025_T0010326,T0010326,Hardware,P1,Access,Email,Closed,Physical port unresponsive.,0.5007,Medium,C016,Gold,Router,E007,281.32,14.0,1.0
2025_T0006623,T0006623,Network,P3,Slow,Email,Closed,High latency during peak hours.,0.5007,Medium,C016,Gold,Router,E006,1036.12,56.0,0.0
2025_T0008573,T0008573,Hardware,P1,Crash,Portal,Closed,System thermal shutdown.,0.4997,Medium,C024,Bronze,Router,E001,819.37,40.0,1.0
2025_T0009273,T0009273,Hardware,P1,Failure,Email,Closed,Server 04 failing to POST.,0.4997,Medium,C004,Bronze,Switch,E019,672.33,35.0,0.0
2025_T0008898,T0008898,Network,P2,Crash,Portal,Closed,Core switch rebooted unexpectedly.,0.5007,Medium,C015,Silver,Server,E018,836.55,9.0,1.0
